tempo,rms_mean,spectral_centroid_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_14_mean,mfcc_15_mean,mfcc_16_mean,mfcc_17_mean,mfcc_18_mean,mfcc_19_mean,mfcc_20_mean,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,chroma_12_mean,instrument_label,start_sec,duration_sec
129.1992188,0.389383852,1371.874798,-133.5443726,206.5058594,-45.7503891,24.75752068,-1.71780479,13.03680706,4.289788246,-26.32826614,-3.76350069,-12.30967999,-1.482021451,-5.882106304,-5.885070324,5.537822723,-0.326114953,16.89944267,11.40202904,8.227108955,8.579900742,-7.516208649,0.622159302,0.679175973,0.171392336,0.051648401,0.072847433,0.086899139,0.050929397,0.096162438,0.178208545,0.152855605,0.118442334,0.250977844,Harmonium,0,3
97.50884434,0.418564439,1395.667903,-139.7700043,195.9415741,-53.58905792,9.946003914,-5.098947525,4.137313366,0.417594403,-22.78661346,-8.248542786,-11.73656178,-0.144404709,-12.99638367,-12.25625515,0.202322826,-9.75855732,5.3004632,0.948067307,5.298009396,18.42889214,8.479909897,0.178529397,0.153886631,0.074949048,0.127649054,0.050970938,0.049866144,0.068628699,0.171938255,0.468586445,0.41943419,0.246635228,0.316337436,Harmonium,0,3
79.50721154,0.436834127,1412.906207,-121.071434,199.8076477,-56.22521591,19.61717606,-15.5422802,3.637023687,8.858690262,-23.85655022,-9.3192873,-10.6139679,3.687554121,-16.7583065,-17.41948891,1.731652617,-12.78298092,1.858605504,-1.299485087,-1.845466852,14.03477287,14.28200054,0.034683831,0.035073109,0.022224287,0.06093438,0.063328087,0.048939541,0.040485073,0.17566441,0.679140806,0.692427993,0.250031859,0.043112155,Harmonium,0,3
215.3320313,0.40617016,1540.172925,-124.3792953,198.3874207,-61.06628799,21.45711136,-13.43618584,10.15457058,0.624743342,-35.59102249,-3.922777653,-11.81666279,0.887897134,-5.732122898,-9.044141769,5.592469692,-2.206611633,16.45625877,9.38816452,1.804773331,4.704386234,-11.07410145,0.442410231,0.943712056,0.252626568,0.059303645,0.069286495,0.120065026,0.052268937,0.080843478,0.230630383,0.078778148,0.070534453,0.087399803,Harmonium,0,3
83.35433468,0.365301251,1492.966143,-115.2856598,206.5747223,-71.6769104,32.87579346,-22.99361801,0.657766461,11.60705566,-25.21396255,0.215089187,-9.286530495,5.460670948,-8.985618591,-18.79947472,-0.31662187,-13.17426777,-5.236414909,-8.102073669,-6.922842503,1.437551856,-1.30305171,0.435406327,0.442583144,0.222527996,0.360643387,0.525534689,0.321571678,0.102977693,0.228305593,0.29003647,0.08002387,0.133188188,0.373986274,Harmonium,0,3
77.13386194,0.399770141,1526.328121,-126.6689453,198.6079254,-60.98183823,23.71316528,-6.008755207,17.27560806,4.652419567,-32.35555267,-3.901107311,-15.27243805,-0.4967933,-0.886936605,-1.919557929,11.4444437,2.386820078,17.01127434,9.212296486,1.563572049,2.976643562,-11.08550739,0.473445833,0.938722372,0.267165542,0.103795648,0.069935396,0.100678459,0.057842862,0.08487387,0.226528451,0.080595918,0.061088298,0.105255291,Harmonium,0,3
97.50884434,0.409128577,1477.219016,-126.9077301,200.7605743,-49.73002243,30.67941856,-7.704260826,11.98751736,2.515589714,-33.59764481,-1.983792901,-11.02428532,0.540494263,-3.975048542,-8.689366341,5.136581898,-2.936227798,15.97642899,12.18518925,3.993062258,6.4314394,-10.14372063,0.441768229,0.933183372,0.25549677,0.067494974,0.063347384,0.102148108,0.046094984,0.082576431,0.218217134,0.07154198,0.053390313,0.097488999,Harmonium,0,3
224.6942935,0.359486699,1660.348933,-184.8764801,155.0597839,-35.3215065,22.89237595,-15.02151012,12.05081844,-3.111816168,-40.41508102,-6.354732037,-10.53953266,0.217239559,2.331015348,11.27054787,21.88757324,3.002688885,13.49764156,-4.993963718,-15.70415401,1.252172351,-7.204175949,0.084194206,0.081957489,0.116382271,0.408385515,0.580724061,0.162997395,0.124992721,0.057164703,0.082344942,0.033401448,0.083262339,0.193343222,Harmonium,0,3
80.74951172,0.365355432,1459.750495,-148.4115906,197.932373,-53.85945511,17.38670731,-3.381944418,16.22661972,3.021173954,-28.85578918,-4.552287102,-13.49581623,-2.38228035,-6.337266445,0.951158702,13.26728344,0.840005279,21.15270233,11.42220306,1.696923018,3.260961771,-15.40655231,0.435961604,0.832763195,0.292786986,0.173790872,0.118684195,0.1178931,0.057466485,0.096644796,0.228172332,0.134313494,0.100940689,0.142205432,Harmonium,0,3
55.56955645,0.36804387,1396.428327,-136.3862152,202.660614,-52.05954361,20.0213604,-11.73629379,3.335933685,6.769540787,-24.4151516,-6.257531166,-10.54579163,-0.058332406,-13.21212769,-16.41437531,0.005679627,-11.36296749,1.695286512,1.925398111,1.77860415,12.07889557,6.631807804,0.210063219,0.188173771,0.091928594,0.167191014,0.30289793,0.212234482,0.080565713,0.149669707,0.502419949,0.483318448,0.204485625,0.204835549,Harmonium,0,3
70.79409247,0.409188747,1490.737468,-125.3610001,200.2872162,-51.17598343,28.63271713,-8.985756874,11.32784176,1.544826269,-34.18987656,-2.892030001,-11.21432495,1.047017336,-4.628193855,-9.441884995,4.447977543,-2.701107979,15.79226685,10.07560921,2.953483582,6.321633339,-9.670643806,0.465069503,0.94874835,0.258453131,0.065523244,0.07638067,0.129087433,0.051319618,0.059587326,0.160277903,0.055139709,0.058919862,0.119606733,Harmonium,0,3
123.046875,0.421356916,1372.789323,-139.5943909,196.9021454,-53.1796608,10.1238203,-3.75852704,5.685034275,1.359971881,-22.84419632,-9.237066269,-12.51129723,1.170402527,-9.844943047,-11.07767391,-0.036945827,-9.504275322,5.128130436,1.546670794,5.767331123,18.61248589,9.493786812,0.188056916,0.14381589,0.073452264,0.119057477,0.062087297,0.044003513,0.054505672,0.127195582,0.450151235,0.457359016,0.277566403,0.321530908,Harmonium,0,3
56.17357337,0.368245006,1371.358344,-139.4869232,200.852356,-55.32932281,17.17563248,-5.127781868,9.615689278,8.60320282,-21.73936272,-6.281302929,-11.57726288,1.672458887,-9.106715202,-12.30247879,2.537429333,-9.394650459,0.130430236,-0.064935751,1.126847029,10.51177883,7.120563507,0.210258663,0.222539186,0.106804587,0.161325231,0.301135778,0.204311505,0.069056235,0.134683505,0.452446342,0.459354043,0.20069918,0.209934503,Harmonium,0,3
112.3471467,0.370288581,1479.805764,-115.0421677,207.755722,-69.22160339,34.68096161,-22.17716026,0.355043381,11.07134247,-24.85891914,1.06780982,-8.496811867,6.105895519,-7.886187553,-17.9603653,-0.117503166,-12.95958614,-5.027228832,-7.486641407,-6.399347305,1.667403221,-0.620077968,0.436594784,0.448086083,0.225597844,0.358736187,0.523846149,0.323168725,0.102255061,0.228903577,0.301750392,0.081850775,0.136329606,0.376817793,Harmonium,0,3
55.56955645,0.368131816,1396.282998,-136.3174438,202.6614685,-52.05984497,19.92435265,-11.68466473,3.447214842,6.785787106,-24.46131134,-6.203182697,-10.55703735,-0.11236643,-13.091506,-16.3706646,-0.043258078,-11.39284325,1.622361302,1.867622614,1.822491169,12.11033535,6.535515308,0.210506454,0.188713744,0.092372604,0.168592706,0.303685874,0.213261411,0.081202306,0.150563121,0.502790511,0.483846873,0.205046207,0.205212876,Harmonium,0,3
75.99954044,0.405510932,1565.730682,-131.8374176,193.1457672,-61.73967743,20.94787979,-11.71367645,11.21173191,1.540256023,-35.17221069,-4.066597462,-11.63627529,1.282768369,-4.639853001,-9.639895439,6.05640173,0.11886137,17.66092873,10.57936287,1.687894702,4.549902916,-11.29581261,0.460489362,0.925642848,0.254483372,0.061604459,0.065670356,0.113014847,0.049920235,0.074298054,0.212243125,0.066785946,0.042498156,0.083868504,Harmonium,0,3
83.35433468,0.416742027,1533.864428,-125.6220016,196.8530426,-60.42357254,24.70807266,-5.532440662,14.49864006,4.307326317,-30.43324089,-2.577093601,-14.71708965,-4.14932251,-2.831535578,0.107537657,10.36546516,0.621439338,17.6780777,12.17271805,6.043403625,4.388171673,-11.18052483,0.666483104,0.601385176,0.185298145,0.163353637,0.103142194,0.077066891,0.058809418,0.118738465,0.136698067,0.051146355,0.054073777,0.224040046,Harmonium,0,3
79.50721154,0.370077074,1429.059848,-115.5687408,212.0657349,-66.93093872,37.90116501,-16.76480293,5.935552597,15.5966301,-23.65333748,-1.730758309,-12.68309593,3.733864784,-6.224933147,-13.89859009,4.928609371,-8.725234032,-2.82573843,-4.186197758,-4.876825809,0.266053289,-1.765135527,0.432355314,0.458731711,0.227378145,0.36304301,0.520135581,0.316044271,0.098842151,0.217099383,0.287155658,0.07913401,0.131170034,0.375958413,Harmonium,0,3
79.50721154,0.37520507,1424.451066,-115.3178558,212.2922058,-66.63825989,38.56401443,-16.70675087,5.10695982,14.85950851,-24.00094223,-1.656134725,-12.49069214,3.838878393,-5.83064127,-13.76470852,4.662914276,-8.959300995,-3.08282423,-4.173079014,-4.733549595,0.263574332,-1.638427854,0.43066743,0.459628165,0.225935385,0.361338317,0.518281877,0.310780853,0.099006049,0.212364554,0.26402247,0.075573511,0.132210076,0.373662829,Harmonium,0,3
107.6660156,0.437673211,1460.097122,-115.6924744,195.1697083,-59.25483704,24.41879654,-12.76293468,4.723577023,9.747671127,-23.96960258,-7.35178566,-11.22207546,2.987155914,-13.2079525,-17.20296288,0.226135254,-11.85629654,0.538457811,-1.652735233,0.396375746,13.34246826,10.51906681,0.070380583,0.044583358,0.059196446,0.150287792,0.217906862,0.124664038,0.063381515,0.115780227,0.433047295,0.606440723,0.303741574,0.165910333,Harmonium,0,3
97.50884434,0.41863358,1395.122041,-139.733139,195.8449249,-53.481884,10.02082634,-5.128234386,4.159118652,0.540033996,-22.86127472,-8.208690643,-11.68713665,-0.220250428,-12.87468719,-12.31678772,0.105095118,-9.681746483,5.308711052,0.900221765,5.187404156,18.46465874,8.454723358,0.178997532,0.153851137,0.07475508,0.127093956,0.050932992,0.050014067,0.068705775,0.171651766,0.46824345,0.419411212,0.246671468,0.316362709,Harmonium,0,3
120.1853198,0.377461016,1301.992068,-135.1564331,205.3623047,-42.35009766,22.74119949,-12.81063843,2.798607349,11.18826199,-21.24415207,-3.488869667,-8.624982834,-0.205236837,-10.12718296,-17.72880936,0.295021087,-7.79426527,-0.971366286,-0.136222929,-2.877245188,8.679434776,9.688678741,0.120522253,0.227677494,0.165664896,0.204010665,0.236187086,0.265621275,0.374688506,0.23414202,0.293870717,0.33074978,0.243158847,0.16065219,Harmonium,0,3
84.72079918,0.404963732,1460.347009,-128.5968933,202.1291809,-48.51302338,31.5945034,-6.696174145,13.3784008,3.6542418,-32.60715866,-1.545594096,-12.10198975,-0.811790884,-3.342832088,-6.897912502,6.3078475,-2.328320503,16.22579765,12.86108112,4.66468811,6.256748199,-10.61004925,0.443428963,0.950749695,0.257820487,0.063171357,0.062862098,0.095093563,0.046289708,0.085721314,0.21320571,0.076321177,0.049333069,0.088696823,Harmonium,0,3
55.56955645,0.368034005,1370.927304,-139.7297516,200.8952484,-55.37832642,17.30216217,-5.182750225,9.527098656,8.799678802,-21.78014946,-6.462954044,-11.52398586,1.850681901,-9.10830307,-12.45847893,2.682196379,-9.239499092,0.115702152,-0.047356684,1.091419816,10.59752274,7.159738541,0.209759027,0.22229065,0.106520735,0.161129013,0.300939888,0.203498706,0.068636447,0.134386018,0.452077866,0.459026098,0.200341389,0.209102511,Harmonium,0,3
80.74951172,0.375675172,1326.092708,-133.2437286,202.8863678,-50.00957108,16.3348217,-9.611310959,6.679392338,11.34975529,-21.20886612,-6.08381176,-10.51255035,0.607061207,-8.281189919,-15.85186005,0.944833755,-6.821485519,-2.64181304,-1.786388636,-3.078166246,6.627797604,9.67056942,0.125184268,0.234631225,0.167673618,0.232703865,0.237755209,0.273190707,0.373489082,0.248452112,0.333674908,0.324635446,0.214380473,0.146932825,Harmonium,0,3
77.13386194,0.363430649,1521.282029,-143.2847443,197.8622131,-57.24945831,15.66678619,-11.01313496,9.255749702,-2.590817451,-33.18399429,-5.039644241,-10.73833561,0.54546988,-10.29718399,-5.536556721,7.105417252,-5.102577686,19.14309692,9.08285141,0.875801444,4.878286839,-15.05237198,0.421092451,0.813220143,0.280786276,0.148035258,0.123865515,0.157589898,0.07496345,0.097992301,0.260697991,0.146592617,0.101369008,0.116355807,Harmonium,0,3
73.828125,0.442813933,1338.667394,-125.9036942,200.6235199,-50.53775787,26.88681221,-6.719536304,7.4797616,10.56736946,-22.5641861,-10.27425861,-12.94668865,1.846520185,-13.65265274,-11.63455105,6.358736038,-10.98363781,1.310473323,0.263549447,-0.328881234,14.39019871,14.82055664,0.035684902,0.043609146,0.02644987,0.061633389,0.064371645,0.045236826,0.038830981,0.174774855,0.673506796,0.700423539,0.256347716,0.044440567,Harmonium,0,3
70.79409247,0.404301405,1560.548047,-123.5660477,198.0823669,-62.75123215,22.89482498,-11.29265308,12.33573723,0.812681675,-36.86558151,-4.812942982,-11.20804882,4.300391197,-2.613588095,-8.053668976,5.893144608,-1.983227372,15.86759281,8.310331345,1.481748462,5.359801292,-9.589365005,0.473306745,0.932125509,0.255324632,0.063796319,0.06485258,0.114565834,0.054596391,0.078008935,0.216708526,0.070258252,0.044825502,0.089590557,Harmonium,0,3
78.30255682,0.445216954,1361.609019,-124.3032227,202.5527496,-49.78010559,26.24263191,-12.65200138,3.984646559,9.758211136,-23.34762573,-8.944975853,-11.06616497,1.966621399,-17.32864952,-16.43319321,2.652075052,-13.66082764,1.063804626,-1.078508615,-1.526562333,15.28908348,15.05779076,0.033440594,0.037689529,0.022949828,0.054082472,0.063192375,0.049290936,0.040189732,0.172315121,0.674353898,0.69861877,0.253665447,0.045232415,Harmonium,0,3
224.6942935,0.37391296,1544.86118,-124.8486633,196.1446686,-37.18950653,28.69849968,-17.29760551,9.531107903,-1.373906732,-34.48205185,1.302129507,-5.727976799,5.040101051,-3.417288065,-0.533137262,11.8086729,-3.319946051,11.28712273,-6.377381802,-8.577533722,7.875286579,-6.205757618,0.110078216,0.109147392,0.12626037,0.394847631,0.588568032,0.201705068,0.119172893,0.0692624,0.136418939,0.059084363,0.098582223,0.211800292,Harmonium,0,3
89.10290948,0.365416288,1474.583829,-116.2406845,207.6759491,-72.92704773,32.86061478,-18.49777222,5.94591856,14.11658287,-25.18439674,-1.303862572,-10.11703587,5.961706638,-7.543672562,-17.40572548,1.168894529,-10.91414547,-4.460530758,-8.250771523,-7.802103043,-0.085883774,-1.10374403,0.439641297,0.45087418,0.233784556,0.366393745,0.519431591,0.311047763,0.102217369,0.214745566,0.261708498,0.077198341,0.136855707,0.381711394,Harmonium,0,3
78.30255682,0.368535995,1485.166486,-121.4796829,203.3257141,-72.7909317,32.44252014,-21.40435791,0.395501226,12.21899319,-25.41398048,-0.68660754,-9.204628944,4.08730793,-9.448076248,-19.60092163,-0.795573711,-12.93656063,-6.209902287,-8.0225811,-7.84655571,0.518862367,-0.953409553,0.429388434,0.444894731,0.225311458,0.353552788,0.519652665,0.314072013,0.09597522,0.213406235,0.26758638,0.072979011,0.124399044,0.362058967,Harmonium,0,3
